species,latitude,longitude
Cerdocyon thous,-14.20083,-54.54602
Cerdocyon thous,-30.01895,-56.23989
Chrysocyon brachyurus,-19.61419,-47.38149
Cerdocyon thous,-16.39309,-52.73708
Cerdocyon thous,-29.85833,-55.63767
Cerdocyon thous,-20.34347,-56.1647
Cerdocyon thous,-29.94707,-56.09672
Galictis sp.,-29.84629,-55.921
Cerdocyon thous,-30.01905,-56.23988
Galictis cuja,-21.47512,-56.3952
Procyon cancrivorus,-26.92814,-49.36997
Cerdocyon thous,-22.96756,-46.57896
Cerdocyon thous,-30.00341,-56.19432
Cerdocyon thous,-7.710059,-39.82873
Cerdocyon thous,-20.28229,-48.2127
Cerdocyon thous,-8.776011,-63.49885
Procyon cancrivorus,-25.6396,-48.53388
Galictis cuja,-30.14175,-55.23287
Conepatus chinga,-28.1451,-53.45556
Cerdocyon thous,-25.6027,-54.50019
Chrysocyon brachyurus,-17.46408,-46.65512
Procyon cancrivorus,-23.35802,-44.83753
Cerdocyon thous,-15.91945,-52.27435
Cerdocyon thous,-23.16473,-47.34014
Cerdocyon thous,-7.132066,-34.95033
Procyon cancrivorus,-6.325142,-35.17927
Lycalopex gymnocercus,-28.22603,-49.81124
Cerdocyon thous,-22.78499,-43.76376
Lycalopex sp.,-18.32728,-48.14861
Lycalopex gymnocercus,-29.16561,-50.19635
Cerdocyon thous,-22.47159,-54.28082
Procyon cancrivorus,-24.43465,-48.6841
Procyon cancrivorus,-15.6606,-56.22112
Procyon cancrivorus,-7.206305,-35.52418
Eira barbara,-2.876325,-58.99525
Cerdocyon thous,-9.473305,-40.8042
Cerdocyon thous,-22.46154,-46.77271
Nasua nasua,-22.90376,-47.70398
Nasua nasua,-22.90382,-47.70401
Nasua nasua,-16.55006,-54.57446
Nasua nasua,-16.56816,-48.63664
Galictis cuja,-29.33024,-50.67285
Cerdocyon thous,-28.02404,-52.88387
Galictis cuja,-27.92412,-52.76869
Cerdocyon thous,-27.80632,-52.83137
Leopardus pardalis,-20.95442,-44.21326
Nasua nasua,-20.1899,-56.46975
Procyon cancrivorus,-27.92836,-52.8487
Cerdocyon thous,-9.657626,-36.00317
Cerdocyon thous,-20.77169,-41.61478
Galictis vittata,-15.82196,-47.79462
Nasua nasua,-10.2607,-48.34087
Cerdocyon thous,-16.07852,-57.68911
Cerdocyon thous,-10.19047,-36.19826
Procyon cancrivorus,-6.960533,-35.08748
Cerdocyon thous,-19.69821,-48.98277
Conepatus sp.,-19.11681,-46.16414
Conepatus sp.,-19.58663,-46.62138
Cerdocyon thous,-9.885687,-48.72715
Nasua nasua,-16.48987,-47.63054
Conepatus sp.,-17.15604,-46.93891
Conepatus semistriatus,-16.43745,-47.63394
Cerdocyon thous,-15.28504,-58.03199
Nasua nasua,-8.777653,-48.66211
Cerdocyon thous,-8.533799,-48.99964
Nasua nasua,-9.695316,-48.66849
Nasua nasua,-10.16613,-48.79893
Cerdocyon thous,-10.17559,-59.44877
Conepatus sp.,-27.30711,-50.24552
Cerdocyon thous,-27.39202,-51.15995
Atelocynus microtis,-10.17534,-59.44673
Conepatus sp.,-33.63822,-53.29158
Procyon cancrivorus,-10.46549,-58.58436
Cerdocyon thous,-12.0969,-55.51766
Cerdocyon thous,-12.0295,-55.51725
Cerdocyon thous,-14.15051,-56.78994
Eira barbara,-27.21667,-49.64641
Nasua nasua,-12.30489,-55.45144
Cerdocyon thous,-12.30997,-55.31553
Cerdocyon thous,-12.24829,-55.31171
Eira barbara,-12.22913,-55.31951
Cerdocyon thous,-12.31864,-55.3446
Cerdocyon thous,-12.86666,-55.83502
Leopardus pardalis,-17.10252,-56.94329
Cerdocyon thous,-14.14883,-56.09834
Cerdocyon thous,-12.65614,-49.41781
Cerdocyon thous,-12.69141,-49.45629
Cerdocyon thous,-12.55035,-49.25332
Cerdocyon thous,-17.12857,-54.75874
Cerdocyon thous,-14.0022,-56.09791
Conepatus chinga,-31.25752,-54.19762
Cerdocyon thous,-16.73988,-54.64576
Lycalopex sp.,-29.98981,-54.48063
Cerdocyon thous,-20.23082,-56.38992
Procyon cancrivorus,-8.541505,-48.48318
Leopardus geoffroyi,-31.01803,-52.69939
Cerdocyon thous,-20.23072,-56.38965
Cerdocyon thous,-29.81477,-54.13573
Procyon cancrivorus,-30.15389,-55.18755
Conepatus sp.,-30.01937,-56.40993
Conepatus semistriatus,-20.30821,-46.37213
Cerdocyon thous,-17.72596,-49.15433
Galictis cuja,-28.00857,-52.88947
Cerdocyon thous,-22.87992,-47.58431
Cerdocyon thous,-21.1371,-45.57665
Lontra longicaudis,-29.77085,-50.07334
Herpailurus yagouaroundi,-19.32215,-57.58565
Procyon cancrivorus,-9.758162,-35.84304
Galictis sp.,-15.59157,-47.98659
Cerdocyon thous,-10.26103,-48.34124
Eira barbara,-10.98408,-48.29125
Procyon cancrivorus,-19.22718,-47.81457
Procyon cancrivorus,-19.20387,-47.693600000000004
Cerdocyon thous,-14.04327,-42.52037
Cerdocyon thous,-12.96719,-46.90649
Conepatus semistriatus,-21.41917,-44.66371
Galictis sp.,-21.26524,-44.96164
Leopardus wiedii,-12.95705,-46.91354
Cerdocyon thous,-10.51775,-48.90849
Cerdocyon thous,-11.67233,-47.73442
Leopardus pardalis,-11.48173,-47.8715
Cerdocyon thous,-12.93674,-46.93501
Cerdocyon thous,-11.07997,-48.22396
Cerdocyon thous,-11.63871,-47.74708
Cerdocyon thous,-12.063,-49.20339
Cerdocyon thous,-15.76688,-48.72235
Eira barbara,1.633227,-61.03555
Cerdocyon thous,-23.67858,-49.28304
Galictis vittata,4.478696,-61.14645
Conepatus semistriatus,-19.77107,-45.49593
Cerdocyon thous,-20.1893,-56.51113
Galictis cuja,-26.86107,-49.15482
Cerdocyon thous,-27.9227,-52.76926
Eira barbara,-15.53989,-48.62257
Chrysocyon brachyurus,-15.89388,-48.04696
Cerdocyon thous,-27.49946,-50.94577
Cerdocyon thous,-20.14516,-56.6143
Lycalopex gymnocercus,-27.99787,-52.89469
Cerdocyon thous,-19.78017,-48.45085
Lycalopex vetulus,-16.29149,-46.83472
Conepatus semistriatus,-19.75966,-48.30239
Lycalopex vetulus,-19.76159,-48.62036
Cerdocyon thous,-16.72583,-49.58927
Cerdocyon thous,-16.70413,-49.56288
Puma concolor,-9.910383,-51.10187
Lycalopex gymnocercus,-27.86685,-52.76642
Cerdocyon thous,-27.88897,-52.76181
Cerdocyon thous,-27.94037,-52.75111
Galictis cuja,-30.8375,-55.38713
Conepatus sp.,-7.262349,-35.71414
Cerdocyon thous,-19.45482,-48.88294
Cerdocyon thous,-19.92644,-48.95827
Cerdocyon thous,-19.92969,-48.95701
Cerdocyon thous,-20.12465,-49.10511
Cerdocyon thous,-19.455,-48.8828
Galictis sp.,-16.29409,-46.83913
Procyon cancrivorus,-11.03164,-51.65203
Cerdocyon thous,-16.83214,-46.8128
Procyon cancrivorus,-10.86225,-61.97571
Procyon cancrivorus,-16.77109,-46.82069
Cerdocyon thous,-16.56356,-46.84357
Eira barbara,-9.541078,-50.662
Leopardus sp.,-29.91752,-51.19068
Cerdocyon thous,-16.45754,-49.05774
Cerdocyon thous,-6.302887,-35.1915
Procyon cancrivorus,-6.183964,-35.21549
Cerdocyon thous,-16.54293,-49.15054
Procyon cancrivorus,-19.70317,-50.61474
Lycalopex sp.,-20.38493,-46.18236
Cerdocyon thous,-21.3394,-44.98141
Lycalopex sp.,-7.736706,-34.94206
Cerdocyon thous,-16.01847,-46.51001
Cerdocyon thous,-20.36846,-40.44371
Cerdocyon thous,-20.1441,-56.6167
Cerdocyon thous,-27.83204,-49.57126
Conepatus sp.,-27.95647,-49.91484
Lontra longicaudis,-32.08094,-52.21019
Conepatus sp.,-20.42027,-46.03905
Cerdocyon thous,-30.30692,-51.00815
Cerdocyon thous,-20.45176,-54.5978
Lontra longicaudis,-33.53159,-53.34936
Nasua nasua,-8.794354,-63.66901
Cerdocyon thous,-22.64697,-46.73305
Cerdocyon thous,-10.87984,-48.51067
Cerdocyon thous,-20.98159,-40.95707
Galictis sp.,-29.61412,-52.18901
Conepatus chinga,-30.05147,-51.51884
Cerdocyon thous,-19.65138,-48.80851
Procyon cancrivorus,-29.34168,-50.67192
Cerdocyon thous,-27.07289,-52.61895
Procyon cancrivorus,-32.57069,-52.5588
Cerdocyon thous,-9.712996,-35.82255
Cerdocyon thous,-28.40701,-51.04687
Conepatus sp.,-28.43343,-51.01417
Cerdocyon thous,-20.56087,-47.69061
Cerdocyon thous,-21.28907,-44.83643
Cerdocyon thous,-16.56307,-48.80186
Chrysocyon brachyurus,-19.37153,-53.56959
Cerdocyon thous,-7.152974,-43.57998
Cerdocyon thous,-1.68411,-48.57597
Conepatus sp.,-27.81923,-50.31311
Cerdocyon thous,-22.8688,-47.4609
Procyon cancrivorus,-27.52545,-49.66775
Cerdocyon thous,-7.738928,-39.5154
Cerdocyon thous,-7.623363,-39.65336
Conepatus chinga,-30.2502,-52.85234
Cerdocyon thous,-22.32921,-41.98027
Cerdocyon thous,-8.795246,-63.67729
Cerdocyon thous,-21.09292,-55.81169
Cerdocyon thous,-28.66069,-49.35125
Galictis cuja,-21.58197,-51.05965
Cerdocyon thous,-11.84341,-61.77966
Lycalopex vetulus,-3.701615,-38.86256
Nasua nasua,-21.17158,-44.70226
Cerdocyon thous,-21.24503,-45.37309
Galictis sp.,-20.47136,-48.48644
Cerdocyon thous,-16.70197,-49.54814
Cerdocyon thous,-27.33837,-50.98241
Nasua nasua,-21.07339,-44.84629
Cerdocyon thous,-7.216727,-35.94588
Galictis sp.,-32.27872,-53.10524
Cerdocyon thous,-32.28091,-53.10747
Cerdocyon thous,-20.18315,-56.51683
Conepatus chinga,-29.82743,-54.14861
Conepatus sp.,-29.83824,-54.1742
Procyon cancrivorus,-4.495578,-37.80043
Cerdocyon thous,-19.32752,-41.25415
Procyon cancrivorus,-29.96656,-50.22755
Cerdocyon thous,2.76775,-60.71976
Nasua nasua,-19.41496,-57.46979
Cerdocyon thous,-15.63964,-47.75167
Galictis sp.,-20.55345,-47.67295
Cerdocyon thous,-9.476594,-40.81335
Galictis sp.,-22.94454,-46.66803
Cerdocyon thous,-29.94776,-56.09964
Procyon cancrivorus,-16.50731,-46.85529
Procyon cancrivorus,-3.6073,-38.94738
Procyon cancrivorus,-24.48303,-47.83246
Conepatus chinga,-30.23095,-54.65452
Conepatus chinga,-30.23098,-54.65455
Nasua nasua,-17.96328,-51.97662
Chrysocyon brachyurus,-19.66884,-47.50447
Nasua nasua,-21.75484,-50.9527
Cerdocyon thous,-20.49975,-55.31642
Conepatus sp.,-18.07175,-53.13979
Leopardus wiedii,-23.0839,-44.69704
Cerdocyon thous,-3.176262,-39.76388
Chrysocyon brachyurus,-21.64414,-46.08005
Lontra longicaudis,-20.80902,-49.37794
Conepatus chinga,-30.54137,-52.52419
Nasua nasua,-19.99106,-43.94148
Procyon cancrivorus,-20.11137,-43.97143
Cerdocyon thous,-20.38514,-46.17106
Herpailurus yagouaroundi,-15.86467,-56.06258
Nasua nasua,-16.10378,-56.58978
Conepatus sp.,-14.13363,-47.70841
Lycalopex vetulus,-16.11427,-56.60072
Cerdocyon thous,-9.8208,-49.58657
Nasua nasua,-9.662208,-49.86401
Cerdocyon thous,-20.67155,-48.87726
Nasua nasua,-22.52087,-47.92606
Galictis cuja,-20.98697,-51.54786
Cerdocyon thous,-12.40976,-37.92991
Cerdocyon thous,-12.62847,-55.77259
Procyon cancrivorus,-28.641,-50.51934
Lycalopex gymnocercus,-29.92829,-56.06513
Procyon cancrivorus,-30.22798,-55.03038
Cerdocyon thous,-18.20186,-49.7719
Nasua nasua,-18.88971,-47.26918
Leopardus tigrinus,-14.17185,-42.21106
Cerdocyon thous,-14.25827,-41.81484
Cerdocyon thous,-14.18093,-42.16661
Cerdocyon thous,-11.53672,-61.01804
Procyon cancrivorus,-20.2245,-56.4008
Procyon cancrivorus,-4.001185,-38.33159
Cerdocyon thous,-20.06208,-50.70387
Leopardus pardalis,-20.43659,-53.08237
Cerdocyon thous,-21.70372,-57.81687
Cerdocyon thous,-21.75118,-57.39836
Galictis sp.,-29.94886,-54.41003
Procyon cancrivorus,-16.68172,-54.29404
Procyon cancrivorus,-22.12504,-47.87887
Procyon cancrivorus,-21.7462,-50.96494
Conepatus sp.,-21.21275,-44.64561
Cerdocyon thous,-28.5313,-52.16848
Cerdocyon thous,-21.2393,-45.15797
Cerdocyon thous,-20.97276,-45.54526
Cerdocyon thous,-21.3948,-44.97164
Galictis cuja,-21.18165,-45.53701
Conepatus sp.,-29.02509,-50.43532
Lycalopex gymnocercus,-29.15874,-50.44693
Cerdocyon thous,-21.25291,-45.33972
Leopardus guttulus,-27.5589,-52.8813
Procyon cancrivorus,-27.76681,-52.82162
Cerdocyon thous,-27.79475,-52.82409
Lycalopex gymnocercus,-29.00007,-50.43142
Lontra longicaudis,-28.95946,-50.42637
Procyon cancrivorus,-29.18151,-50.46134
Nasua nasua,-22.47441,-43.00073
Conepatus chinga,-29.04607,-50.44168
Galictis cuja,-22.18252,-42.85249
Nasua nasua,-22.53166,-42.9953
Procyon cancrivorus,-21.28248,-44.85401
Nasua nasua,-22.46639,-43.00127
Conepatus sp.,-28.99834,-50.43057
Lycalopex sp.,-29.1625,-50.4529
Galictis cuja,-22.64749,-43.22426
Lycalopex gymnocercus,-29.09335,-50.43679
Procyon cancrivorus,-28.96457,-50.42396
Lycalopex gymnocercus,-28.99501,-50.42825
Cerdocyon thous,-29.1273,-50.44335
Herpailurus yagouaroundi,-24.58136,-49.94281
Cerdocyon thous,-21.24542,-45.38073
Cerdocyon thous,-22.49708,-43.00277
Cerdocyon thous,-21.95409,-42.73518
Cerdocyon thous,-22.12866,-42.78095
Nasua nasua,-22.0894,-42.80927
Leopardus sp.,-22.34395,-51.16558
Nasua nasua,-22.3592,-51.13918
Galictis cuja,-22.6276,-43.04792
Nasua nasua,-22.08849,-51.48793
Cerdocyon thous,-21.38105,-44.98326
Nasua nasua,-22.37358,-49.05574
Cerdocyon thous,-22.65635,-43.12594
Lontra longicaudis,-32.42417,-52.56389
Procyon cancrivorus,-22.66189,-43.09332
Cerdocyon thous,-21.22179,-44.96067
Cerdocyon thous,-21.11374,-44.87225
Leopardus pardalis,-21.49641,-44.95238
Leopardus pardalis,-21.44964,-44.34683
Chrysocyon brachyurus,-22.41636,-49.10984
Nasua nasua,-22.63243,-50.50109
Lycalopex vetulus,-20.47537,-47.87805
Nasua nasua,-22.37839,-51.10619
Galictis sp.,-20.54045,-47.81063
Cerdocyon thous,-22.64746,-43.18473
Cerdocyon thous,-22.2372,-42.91173
Lontra longicaudis,-30.87889,-51.82056
Lontra longicaudis,-32.10879,-52.34486
Lontra longicaudis,-32.25998,-52.50723
Lycalopex vetulus,-12.44238,-41.49759
Nasua nasua,-22.74267,-49.47234
Lycalopex vetulus,-12.67404,-41.19467
Lycalopex vetulus,-12.52054,-41.09838
Procyon cancrivorus,-22.92812,-49.89328
Leopardus sp.,-22.74269,-49.47252
Galictis vittata,-12.44235,-41.54852
Lycalopex vetulus,-12.72547,-41.28677
Cerdocyon thous,-12.46797,-41.39605
Nasua nasua,-22.86432,-49.59746
Cerdocyon thous,-12.69597,-41.23606
Lycalopex vetulus,-21.38926,-44.97604
Lycalopex vetulus,-21.26552,-44.92337
Galictis cuja,-22.65502,-43.08651
Cerdocyon thous,-22.65161,-43.1656
Nasua nasua,-21.22969,-44.9421
Nasua nasua,-21.05875,-44.83932
Nasua nasua,-22.68196,-50.31849
Nasua nasua,-22.20066,-42.87058
Cerdocyon thous,-22.41202,-42.94985
Lycalopex vetulus,-21.29302,-44.3745
Lontra longicaudis,-22.02406,-51.5937
Nasua nasua,-22.50792,-50.88333
Nasua nasua,-22.30974,-51.2303
Galictis cuja,-22.09764,-42.80597
Galictis cuja,-21.93721,-42.71147
Chrysocyon brachyurus,-21.40975,-44.38929
Cerdocyon thous,-21.5733,-44.37252
Lontra longicaudis,-22.63539,-50.45383
Lontra longicaudis,-22.87753,-49.96817
Cerdocyon thous,-21.62327,-44.402589999999996
Leopardus pardalis,-21.31761,-44.96301
Cerdocyon thous,-12.64302,-41.16853
Cerdocyon thous,-12.47419,-41.07063
Nasua nasua,-22.41719,-51.03978
Cerdocyon thous,-12.49513,-41.08322
Conepatus semistriatus,-21.36313,-44.98215
Lontra longicaudis,-22.41202,-42.94985
Cerdocyon thous,-12.49701,-41.29738
Nasua nasua,-22.83398,-50.02364
Nasua nasua,-22.53652,-50.83407
Nasua nasua,-22.67746,-50.32732
Cerdocyon thous,-12.67513,-41.19536
Galictis vittata,-12.72579,-41.2905
Lycalopex vetulus,-12.70694,-41.25364
Lycalopex vetulus,-21.2058,-44.97197
Procyon cancrivorus,-21.12663,-44.89087
Nasua nasua,-22.46953,-50.94948
Conepatus semistriatus,-21.54129,-44.35635
Conepatus sp.,-12.5125,-41.24337
Chrysocyon brachyurus,-22.76749,-50.14928
Lycalopex vetulus,-12.67961,-41.19957
Cerdocyon thous,-12.72612,-41.27533
Chrysocyon brachyurus,-21.61309,-44.39198
Chrysocyon brachyurus,-21.96999,-42.74429
Procyon cancrivorus,-22.66582,-43.10198
Nasua nasua,-22.40253,-51.06499
Nasua nasua,-22.49335,-43.00436
Nasua nasua,-22.56537,-50.78448
Lontra longicaudis,-21.18132,-42.37161
Procyon cancrivorus,-21.0567,-44.83559
Cerdocyon thous,-23.37153,-47.32088
Cerdocyon thous,-23.42048,-47.26799
Nasua nasua,-23.76103,-46.92927
Nasua nasua,-23.62691,-47.10214
Nasua nasua,-22.68171,-49.41462
Cerdocyon thous,-22.56208,-42.9976
Cerdocyon thous,-22.58383,-43.01504
Leopardus pardalis,-22.59228,-49.38084
Nasua nasua,-22.45932,-42.97259
Procyon cancrivorus,-22.12866,-42.78095
Lontra longicaudis,-32.1203,-52.17101
Cerdocyon thous,-22.83038,-49.55637
Cerdocyon thous,-22.3398,-42.93917
Cerdocyon thous,-22.20066,-42.87058
Cerdocyon thous,-22.65854,-43.11733
Chrysocyon brachyurus,-22.39281,-51.08155
Chrysocyon brachyurus,-22.62808,-50.56857
Chrysocyon brachyurus,-22.0572,-51.53532
Cerdocyon thous,-22.17445,-42.83694
Conepatus chinga,-32.0882,-52.22092
Conepatus chinga,-31.88318,-52.32022
Conepatus chinga,-31.90726,-52.31601
Cerdocyon thous,-31.97316,-52.29839
Conepatus chinga,-31.97321,-52.29853
Conepatus chinga,-31.96197,-52.30311
Cerdocyon thous,-22.26262,-42.92451
Leopardus pardalis,-22.47194,-50.94531
Galictis cuja,-22.36526,-42.94998
Cerdocyon thous,-22.87145,-49.65485
Cerdocyon thous,-22.53166,-42.9953
Conepatus chinga,-31.90639,-52.31625
Procyon cancrivorus,-22.09764,-42.80597
Nasua nasua,-22.45054,-49.16986
Lontra longicaudis,-22.6537,-43.15573
Chrysocyon brachyurus,-22.48201,-49.23943
Cerdocyon thous,-22.0894,-42.80927
Cerdocyon thous,-22.46482,-50.95761
Cerdocyon thous,-22.32625,-51.19561
Lontra longicaudis,-21.27083,-42.64472
Lontra longicaudis,-32.13306,-52.37278
Cerdocyon thous,-22.6463,-43.07013
Nasua nasua,-22.50316,-50.89177
Nasua nasua,-22.47742,-42.99613
Cerdocyon thous,-22.05184,-42.7902
Cerdocyon thous,-22.20624,-42.87849
Cerdocyon thous,-22.04737,-42.78417
Nasua nasua,-22.3217,-42.93912
Lontra longicaudis,-32.55098,-52.54666
Conepatus chinga,-31.93097,-52.31248
Lontra longicaudis,-31.79601,-52.33923
Lontra longicaudis,-22.58383,-43.01504
Lontra longicaudis,-21.4575,-42.40861
Leopardus guttulus,-22.46652,-43.00228
Lontra longicaudis,-32.10806,-52.34389
Galictis cuja,-22.64746,-43.18473
Galictis sp.,-24.55112,-49.93931
Procyon cancrivorus,-32.67825,-52.59846
Cerdocyon thous,-15.59194,-47.59528
Conepatus chinga,-32.39232,-52.55599
Conepatus chinga,-32.5252,-52.54764
Cerdocyon thous,-31.9902,-52.29163
Conepatus chinga,-32.14833,-52.38891
Lycalopex gymnocercus,-32.14807,-52.38279
Conepatus chinga,-32.67496,-52.593
Cerdocyon thous,-32.28433,-52.52949
Procyon cancrivorus,-32.77569,-52.6604
Conepatus chinga,-32.18531,-52.42807
Cerdocyon thous,-31.79514,-52.34162
Cerdocyon thous,-31.99168,-52.29144
Procyon cancrivorus,-32.73209,-52.6392
Galictis cuja,-32.37129,-52.55097
Conepatus chinga,-32.68789,-52.61385
Lycalopex gymnocercus,-32.42078,-52.56308
Leopardus geoffroyi,-32.37042,-52.55065
Galictis cuja,-32.37787,-52.55256
Galictis cuja,-32.10631,-52.33978
Conepatus chinga,-32.32607,-52.53941
Galictis cuja,-32.24518,-52.49148
Leopardus geoffroyi,-32.39548,-52.55655
Lontra longicaudis,-32.18786,-52.43071
Leopardus geoffroyi,-32.18205,-52.4246
Conepatus chinga,-32.1355,-52.3753
Conepatus chinga,-32.26524,-52.51282
Cerdocyon thous,-32.26949,-52.51734
Leopardus geoffroyi,-32.16117,-52.40245
Cerdocyon thous,-32.50196,-52.57311
Cerdocyon thous,-32.13889,-52.37879
Galictis cuja,-31.80817,-52.32467
Galictis cuja,-32.40416,-52.55897
Cerdocyon thous,-32.09528,-52.31447
Conepatus chinga,-32.42733,-52.56493
Conepatus chinga,-32.42756,-52.56489
Cerdocyon thous,-32.16549,-52.40696
Cerdocyon thous,-32.138,-52.37796
Conepatus chinga,-32.41842,-52.56257
Lontra longicaudis,-32.46326,-52.57205
Conepatus chinga,-32.32643,-52.5398
Cerdocyon thous,-32.19262,-52.43581
Galictis cuja,-15.555,-47.65
Lycalopex vetulus,-15.59056,-47.58944
Conepatus chinga,-32.72804,-52.63714
Conepatus chinga,-32.3209,-52.53849
Conepatus chinga,-32.31093,-52.53594
Conepatus chinga,-32.74857,-52.6451
Procyon cancrivorus,-32.43343,-52.5663
Conepatus chinga,-32.21816,-52.46289
Conepatus chinga,-31.88165,-52.32102
Cerdocyon thous,-32.09535,-52.31468
Procyon cancrivorus,-32.47853,-52.57738
Conepatus chinga,-32.40957,-52.56041
Cerdocyon thous,-32.36829,-52.55015
Conepatus chinga,-31.97308,-52.29922
Procyon cancrivorus,-32.45617,-52.57193
Procyon cancrivorus,-32.52031,-52.55295
Cerdocyon thous,-32.35593,-52.54702
Cerdocyon thous,-32.8044,-52.67927
Conepatus chinga,-31.97318,-52.29918
Procyon cancrivorus,-32.50808,-52.5665
Conepatus chinga,-32.17414,-52.41619
Cerdocyon thous,-32.23213,-52.47771
Conepatus chinga,-32.12094,-52.35991
Conepatus chinga,-32.37669,-52.55228
Cerdocyon thous,-32.25673,-52.50362
Conepatus chinga,-32.36302,-52.54889
Conepatus chinga,-32.52934,-52.54309
Lycalopex gymnocercus,-32.30904,-52.53558
Cerdocyon thous,-32.79725,-52.67444
Conepatus chinga,-32.79725,-52.67441
Cerdocyon thous,-32.46993,-52.57531
Conepatus chinga,-31.96196,-52.30389
Lontra longicaudis,-32.063,-52.26878
Lycalopex gymnocercus,-32.46998,-52.57534
Cerdocyon thous,-32.71968,-52.63226
Cerdocyon thous,-32.23121,-52.47672
Cerdocyon thous,-32.52348,-52.54936
Conepatus chinga,-32.79729,-52.67445
Procyon cancrivorus,-32.24817,-52.4946
Cerdocyon thous,-32.31465,-52.53685
Cerdocyon thous,-32.21474,-52.45927
Cerdocyon thous,-32.6609,-52.58918
Galictis cuja,-32.20734,-52.45132
Procyon cancrivorus,-32.51252,-52.56142
Galictis cuja,-32.40413,-52.55893
Cerdocyon thous,-32.6785,-52.59861
Conepatus chinga,-32.80735,-52.68139
Lycalopex gymnocercus,-32.45357,-52.5713
Leopardus geoffroyi,-32.67447,-52.59271
Cerdocyon thous,-32.23455,-52.48039
Conepatus chinga,-32.46137,-52.57323
Cerdocyon thous,-32.59405,-52.56713
Cerdocyon thous,-32.309,-52.53557
Leopardus geoffroyi,-32.12706,-52.36634
Conepatus chinga,-32.52542,-52.5464
Leopardus geoffroyi,-32.30455,-52.53408
Lycalopex gymnocercus,-32.15867,-52.39982
Conepatus chinga,-32.745,-52.64551
Cerdocyon thous,-32.27362,-52.52161
Leopardus geoffroyi,-32.33783,-52.5423
Conepatus chinga,-32.43132,-52.5654
Conepatus chinga,-32.39955,-52.55751
Conepatus chinga,-32.52543,-52.54642
Procyon cancrivorus,-32.15399,-52.39485
Galictis sp.,-24.57069,-49.9326
Leopardus geoffroyi,-31.85251,-52.58362
Lycalopex gymnocercus,-32.29681,-52.53219
Conepatus chinga,-32.09484,-52.31399
Leopardus geoffroyi,-32.21822,-52.46286
Conepatus chinga,-32.39135,-52.55549
Cerdocyon thous,-32.3702,-52.55008
Cerdocyon thous,-32.26058,-52.50779
Galictis cuja,-32.24789,-52.49436
Procyon cancrivorus,-32.27028,-52.51815
Conepatus chinga,-32.09533,-52.31481
Conepatus chinga,-31.86272,-52.32432
Conepatus chinga,-32.41554,-52.56186
Leopardus geoffroyi,-32.28776,-52.53035
Cerdocyon thous,-32.72005,-52.6325
Cerdocyon thous,-32.18399,-52.4267
Galictis cuja,-32.75009,-52.64766
Conepatus chinga,-32.34783,-52.54476
Cerdocyon thous,-32.79669,-52.67381
Conepatus chinga,-32.41975,-52.56249
Conepatus chinga,-32.46456,-52.57363
Conepatus chinga,-32.3192,-52.5376
Conepatus chinga,-32.47652,-52.57655
Conepatus chinga,-32.27927,-52.52717
Conepatus chinga,-32.24914,-52.49571
Conepatus chinga,-32.32017,-52.53784
Chrysocyon brachyurus,-15.59832,-47.67624
Galictis cuja,-32.39925,-52.55786
Cerdocyon thous,-32.48493,-52.57905
Conepatus chinga,-32.18518,-52.42788
Procyon cancrivorus,-31.9726,-52.29944
